institution_id,institution_name,area,year,pub_count,adjusted_count
https://openalex.org/I99065089,Tsinghua University,image,2025,464,203.37608
https://openalex.org/I76130692,Zhejiang University,image,2025,327,156.93304
https://openalex.org/I183067930,Shanghai Jiao Tong University,image,2025,353,153.18955
https://openalex.org/I99065089,Tsinghua University,image,2023,310,152.81073
https://openalex.org/I126520041,University of Science and Technology of China,image,2025,263,144.85328
https://openalex.org/I76569877,Southeast University,comms,2025,261,141.12249
https://openalex.org/I20231570,Peking University,image,2025,310,139.47132
https://openalex.org/I150229711,University of Electronic Science and Technology of China,em_rf,2025,167,125.92422
https://openalex.org/I76130692,Zhejiang University,image,2023,244,124.4833
https://openalex.org/I99065089,Tsinghua University,image,2024,218,113.76101
https://openalex.org/I126520041,University of Science and Technology of China,image,2023,164,105.57711
https://openalex.org/I20231570,Peking University,image,2023,200,104.71748
https://openalex.org/I150229711,University of Electronic Science and Technology of China,em_rf,2024,134,103.34195
https://openalex.org/I183067930,Shanghai Jiao Tong University,image,2023,184,103.26751
https://openalex.org/I76569877,Southeast University,comms,2024,182,101.13294
https://openalex.org/I150229711,University of Electronic Science and Technology of China,em_rf,2023,143,100.54116
https://openalex.org/I150229711,University of Electronic Science and Technology of China,em_rf,2022,145,99.71865
https://openalex.org/I172675005,Nanyang Technological University,image,2025,300,99.60168
https://openalex.org/I150229711,University of Electronic Science and Technology of China,em_rf,2021,127,95.74217
https://openalex.org/I204983213,Harbin Institute of Technology,powerelec,2025,131,95.37922
https://openalex.org/I47720641,Huazhong University of Science and Technology,powerelec,2024,120,95.25784
https://openalex.org/I200769079,Hong Kong University of Science and Technology,image,2025,244,93.27483
https://openalex.org/I99065089,Tsinghua University,image,2022,181,91.53891
https://openalex.org/I37461747,Wuhan University,image,2025,175,91.49226
https://openalex.org/I99065089,Tsinghua University,sigproc,2026,170,91.25553
https://openalex.org/I157773358,Sun Yat-sen University,image,2025,217,91.14337
https://openalex.org/I47720641,Huazhong University of Science and Technology,powerelec,2025,118,90.99524
https://openalex.org/I150229711,University of Electronic Science and Technology of China,devices,2025,113,89.54441
https://openalex.org/I172675005,Nanyang Technological University,image,2023,182,89.3528
https://openalex.org/I76569877,Southeast University,comms,2026,179,89.08286
https://openalex.org/I139759216,Beijing University of Posts and Telecommunications,comms,2025,140,87.9129
https://openalex.org/I20231570,Peking University,image,2024,163,86.3269
https://openalex.org/I149594827,Xidian University,image,2025,133,85.99661
https://openalex.org/I183067930,Shanghai Jiao Tong University,sigproc,2026,140,84.3824
https://openalex.org/I150229711,University of Electronic Science and Technology of China,devices,2023,110,84.13451
https://openalex.org/I87445476,Xi'an Jiaotong University,powerelec,2025,115,84.02922
https://openalex.org/I204983213,Harbin Institute of Technology,image,2025,187,83.54098
https://openalex.org/I157485424,Korea Advanced Institute of Science and Technology,image,2025,118,81.42143
https://openalex.org/I24943067,Fudan University,image,2025,170,80.93981
https://openalex.org/I165932596,National University of Singapore,image,2025,187,80.73153
https://openalex.org/I891191580,Aalborg University,powerelec,2020,159,80.58413
https://openalex.org/I204983213,Harbin Institute of Technology,powerelec,2024,110,78.56944
https://openalex.org/I150229711,University of Electronic Science and Technology of China,em_rf,2020,121,78.42103
https://openalex.org/I183067930,Shanghai Jiao Tong University,sigproc,2025,117,78.07937
https://openalex.org/I150229711,University of Electronic Science and Technology of China,em_rf,2019,111,78.05635
https://openalex.org/I87445476,Xi'an Jiaotong University,powerelec,2024,101,77.36885
https://openalex.org/I76130692,Zhejiang University,image,2024,157,77.09337
https://openalex.org/I150229711,University of Electronic Science and Technology of China,devices,2022,100,77.02287
https://openalex.org/I170215575,National University of Defense Technology,sigproc,2026,102,74.65159
https://openalex.org/I87445476,Xi'an Jiaotong University,powerelec,2023,94,74.58571
https://openalex.org/I183067930,Shanghai Jiao Tong University,image,2024,144,74.34413
https://openalex.org/I47720641,Huazhong University of Science and Technology,image,2025,126,74.29188
https://openalex.org/I76130692,Zhejiang University,powerelec,2025,116,72.94405
https://openalex.org/I149594827,Xidian University,em_rf,2025,113,72.37864
https://openalex.org/I76569877,Southeast University,comms,2023,135,71.88822
https://openalex.org/I76130692,Zhejiang University,powerelec,2024,112,71.74875
https://openalex.org/I150229711,University of Electronic Science and Technology of China,sigproc,2026,100,70.69405
https://openalex.org/I149594827,Xidian University,devices,2024,96,70.48871
https://openalex.org/I76569877,Southeast University,em_rf,2025,103,70.36373
https://openalex.org/I150229711,University of Electronic Science and Technology of China,devices,2024,88,70.35233
https://openalex.org/I47720641,Huazhong University of Science and Technology,powerelec,2023,87,70.14037
https://openalex.org/I76569877,Southeast University,powerelec,2025,107,70.09672
https://openalex.org/I35440088,ETH Zurich,image,2023,142,69.62817
https://openalex.org/I183067930,Shanghai Jiao Tong University,sigproc,2024,101,69.1627
https://openalex.org/I150229711,University of Electronic Science and Technology of China,em_rf,2026,92,68.99294
https://openalex.org/I99065089,Tsinghua University,image,2021,136,68.68209
https://openalex.org/I47720641,Huazhong University of Science and Technology,powerelec,2022,81,68.21071
https://openalex.org/I4210165038,University of Chinese Academy of Sciences,image,2022,136,68.00449
https://openalex.org/I150229711,University of Electronic Science and Technology of China,em_rf,2018,90,67.82186
https://openalex.org/I881766915,Nanjing University,image,2025,130,67.15536
https://openalex.org/I139759216,Beijing University of Posts and Telecommunications,sigproc,2026,105,66.67641
https://openalex.org/I87445476,Xi'an Jiaotong University,image,2025,117,66.04022
https://openalex.org/I859038795,Virginia Tech,powerelec,2024,86,65.38918
https://openalex.org/I76130692,Zhejiang University,sigproc,2026,125,65.31408
https://openalex.org/I82880672,Beihang University,image,2025,138,65.16078
https://openalex.org/I157773358,Sun Yat-sen University,image,2023,134,64.71506
https://openalex.org/I126520041,University of Science and Technology of China,image,2024,113,64.64051
https://openalex.org/I76130692,Zhejiang University,powerelec,2023,91,63.62027
https://openalex.org/I204983213,Harbin Institute of Technology,sigproc,2026,108,63.17875
https://openalex.org/I149594827,Xidian University,em_rf,2024,93,62.575
https://openalex.org/I126520041,University of Science and Technology of China,sigproc,2026,107,62.39482
https://openalex.org/I20231570,Peking University,devices,2025,94,62.08926
https://openalex.org/I74973139,Carnegie Mellon University,robotics,2024,89,61.40618
https://openalex.org/I157485424,Korea Advanced Institute of Science and Technology,image,2023,91,61.22427
https://openalex.org/I139759216,Beijing University of Posts and Telecommunications,comms,2024,111,61.11706
https://openalex.org/I99065089,Tsinghua University,sigproc,2024,115,61.10934
https://openalex.org/I149594827,Xidian University,devices,2025,88,60.63786
https://openalex.org/I150229711,University of Electronic Science and Technology of China,comms,2025,118,60.30437
https://openalex.org/I150229711,University of Electronic Science and Technology of China,image,2025,122,60.14251
https://openalex.org/I172675005,Nanyang Technological University,image,2024,150,59.96781
https://openalex.org/I99065089,Tsinghua University,sigproc,2025,113,59.87293
https://openalex.org/I891191580,Aalborg University,powerelec,2019,129,59.63474
https://openalex.org/I4210165038,University of Chinese Academy of Sciences,image,2023,127,59.58433
https://openalex.org/I74973139,Carnegie Mellon University,robotics,2023,83,59.49757
https://openalex.org/I24943067,Fudan University,image,2023,99,59.13182
https://openalex.org/I99065089,Tsinghua University,comms,2025,117,59.09921
https://openalex.org/I177725633,Chinese University of Hong Kong,image,2025,188,59.07238
https://openalex.org/I149594827,Xidian University,devices,2023,85,58.7622
https://openalex.org/I149594827,Xidian University,devices,2026,73,58.72855
https://openalex.org/I126520041,University of Science and Technology of China,sigproc,2025,93,58.57302
https://openalex.org/I74973139,Carnegie Mellon University,image,2023,116,58.51377
https://openalex.org/I165932596,National University of Singapore,image,2023,121,58.45498
https://openalex.org/I99065089,Tsinghua University,sigproc,2023,90,57.8631
https://openalex.org/I76130692,Zhejiang University,powerelec,2022,81,57.48869
https://openalex.org/I204983213,Harbin Institute of Technology,powerelec,2023,75,57.03214
https://openalex.org/I149594827,Xidian University,em_rf,2022,95,56.69921
https://openalex.org/I87445476,Xi'an Jiaotong University,powerelec,2022,71,56.67103
https://openalex.org/I200769079,Hong Kong University of Science and Technology,image,2023,124,55.92237
https://openalex.org/I204983213,Harbin Institute of Technology,powerelec,2022,74,55.78016
https://openalex.org/I126520041,University of Science and Technology of China,image,2022,101,55.3794
https://openalex.org/I170215575,National University of Defense Technology,image,2025,93,55.34792
https://openalex.org/I99065089,Tsinghua University,power,2023,89,54.73869
https://openalex.org/I183067930,Shanghai Jiao Tong University,image,2022,100,54.6735
https://openalex.org/I891191580,Aalborg University,powerelec,2023,115,54.5649
https://openalex.org/I99065089,Tsinghua University,powerelec,2025,103,54.26453
https://openalex.org/I889458895,University of Hong Kong,image,2025,169,54.19228
https://openalex.org/I150229711,University of Electronic Science and Technology of China,em_rf,2017,73,54.1619
https://openalex.org/I150229711,University of Electronic Science and Technology of China,devices,2021,73,53.78949
https://openalex.org/I891191580,Aalborg University,powerelec,2024,109,53.75635
https://openalex.org/I20231570,Peking University,sigproc,2026,107,53.72381
https://openalex.org/I891191580,Aalborg University,powerelec,2017,90,53.67262
https://openalex.org/I99065089,Tsinghua University,power,2022,91,53.26057
https://openalex.org/I183067930,Shanghai Jiao Tong University,sigproc,2023,75,53.22302
https://openalex.org/I9842412,Nanjing University of Aeronautics and Astronautics,powerelec,2025,83,53.1627
https://openalex.org/I17145004,Northwestern Polytechnical University,image,2025,99,53.05577
https://openalex.org/I150229711,University of Electronic Science and Technology of China,sigproc,2025,79,52.61905
https://openalex.org/I4800084,Southwest Jiaotong University,powerelec,2024,78,52.50298
https://openalex.org/I149594827,Xidian University,em_rf,2021,75,51.95476
https://openalex.org/I177725633,Chinese University of Hong Kong,image,2023,146,51.68915
https://openalex.org/I76569877,Southeast University,powerelec,2023,73,51.63333
https://openalex.org/I139264467,Seoul National University,image,2025,74,51.47976
https://openalex.org/I139759216,Beijing University of Posts and Telecommunications,sigproc,2025,73,51.28727
https://openalex.org/I149594827,Xidian University,em_rf,2023,83,51.28532
https://openalex.org/I891191580,Aalborg University,powerelec,2021,121,51.17407
https://openalex.org/I149594827,Xidian University,devices,2022,68,51.08317
https://openalex.org/I90610280,South China University of Technology,em_rf,2024,71,50.98393
https://openalex.org/I37461747,Wuhan University,image,2023,84,50.97107
https://openalex.org/I183067930,Shanghai Jiao Tong University,image,2021,93,50.7369
https://openalex.org/I76569877,Southeast University,powerelec,2024,77,50.35159
https://openalex.org/I139759216,Beijing University of Posts and Telecommunications,comms,2026,90,49.99206
https://openalex.org/I204983213,Harbin Institute of Technology,powerelec,2020,67,49.95675
https://openalex.org/I149594827,Xidian University,sigproc,2026,68,49.92698
https://openalex.org/I90610280,South China University of Technology,em_rf,2025,70,49.83413
https://openalex.org/I87445476,Xi'an Jiaotong University,powerelec,2021,63,49.65851
https://openalex.org/I36399199,Nanjing University of Science and Technology,image,2025,91,49.36865
https://openalex.org/I99065089,Tsinghua University,power,2021,75,49.2369
https://openalex.org/I126520041,University of Science and Technology of China,sigproc,2024,70,49.11786
https://openalex.org/I859038795,Virginia Tech,powerelec,2022,66,49.05913
https://openalex.org/I191208505,Xiamen University,image,2025,85,48.85321
https://openalex.org/I149594827,Xidian University,comms,2025,96,48.79623
https://openalex.org/I82880672,Beihang University,image,2024,90,48.72193
https://openalex.org/I139759216,Beijing University of Posts and Telecommunications,comms,2023,92,48.72103
https://openalex.org/I99065089,Tsinghua University,circuits,2025,65,48.63096
https://openalex.org/I891191580,Aalborg University,powerelec,2022,112,48.5537
https://openalex.org/I20231570,Peking University,sigproc,2025,78,48.52424
https://openalex.org/I150229711,University of Electronic Science and Technology of China,devices,2018,58,48.48526
https://openalex.org/I17145004,Northwestern Polytechnical University,image,2023,80,48.44518
https://openalex.org/I157485424,Korea Advanced Institute of Science and Technology,circuits,2024,64,48.21188
https://openalex.org/I204983213,Harbin Institute of Technology,sigproc,2025,73,48.18929
https://openalex.org/I183067930,Shanghai Jiao Tong University,eda,2025,70,48.00976
https://openalex.org/I99065089,Tsinghua University,comms,2024,105,47.80539
https://openalex.org/I149594827,Xidian University,em_rf,2020,72,47.77619
https://openalex.org/I4800084,Southwest Jiaotong University,powerelec,2025,64,47.62817
https://openalex.org/I149594827,Xidian University,devices,2021,63,47.56582
https://openalex.org/I76130692,Zhejiang University,powerelec,2021,78,47.40658
https://openalex.org/I172675005,Nanyang Technological University,comms,2025,189,47.20141
https://openalex.org/I76569877,Southeast University,em_rf,2023,94,47.18355
https://openalex.org/I47720641,Huazhong University of Science and Technology,powerelec,2020,60,47.00476
https://openalex.org/I168719708,City University of Hong Kong,image,2025,126,46.98873
https://openalex.org/I99065089,Tsinghua University,image,2019,87,46.86706
https://openalex.org/I35440088,ETH Zurich,image,2025,99,46.54467
https://openalex.org/I859038795,Virginia Tech,powerelec,2023,63,46.29841
https://openalex.org/I158842170,Chongqing University,powerelec,2025,71,46.21349
https://openalex.org/I99065089,Tsinghua University,powerelec,2023,72,46.17565
https://openalex.org/I76130692,Zhejiang University,image,2022,104,46.16448
https://openalex.org/I76569877,Southeast University,comms,2022,98,46.05797
https://openalex.org/I99065089,Tsinghua University,networking,2024,77,45.81993
https://openalex.org/I99065089,Tsinghua University,power,2016,74,45.78651
https://openalex.org/I20231570,Peking University,image,2022,101,45.76773
https://openalex.org/I74973139,Carnegie Mellon University,robotics,2025,78,45.72451
https://openalex.org/I157485424,Korea Advanced Institute of Science and Technology,image,2024,60,45.52937
https://openalex.org/I125839683,Beijing Institute of Technology,image,2025,100,45.51171
https://openalex.org/I99065089,Tsinghua University,powerelec,2024,74,45.49087
https://openalex.org/I150229711,University of Electronic Science and Technology of China,devices,2020,54,45.4506
https://openalex.org/I9842412,Nanjing University of Aeronautics and Astronautics,powerelec,2024,69,45.34603
https://openalex.org/I76569877,Southeast University,comms,2021,109,45.3128
https://openalex.org/I24943067,Fudan University,sigproc,2026,85,45.20815
https://openalex.org/I20231570,Peking University,devices,2023,70,45.18868
https://openalex.org/I87445476,Xi'an Jiaotong University,image,2023,93,45.17223
https://openalex.org/I47720641,Huazhong University of Science and Technology,image,2024,74,44.72738
https://openalex.org/I157773358,Sun Yat-sen University,image,2024,103,44.69124
https://openalex.org/I24943067,Fudan University,sigproc,2025,72,44.62579
https://openalex.org/I881766915,Nanjing University,image,2023,71,44.54934
https://openalex.org/I2722730,Inner Mongolia University,sigproc,2026,50,44.3
https://openalex.org/I149594827,Xidian University,em_rf,2026,67,44.2671
https://openalex.org/I76569877,Southeast University,em_rf,2022,79,44.22675
https://openalex.org/I83019370,Eindhoven University of Technology,control,2023,65,44.2
https://openalex.org/I47720641,Huazhong University of Science and Technology,image,2023,80,44.19571
https://openalex.org/I24943067,Fudan University,devices,2023,67,44.15486
https://openalex.org/I4210165038,University of Chinese Academy of Sciences,image,2021,102,44.11477
https://openalex.org/I47720641,Huazhong University of Science and Technology,powerelec,2019,63,44.04048
https://openalex.org/I183067930,Shanghai Jiao Tong University,powerelec,2025,61,44.00873
https://openalex.org/I82880672,Beihang University,image,2023,95,43.98987
https://openalex.org/I149594827,Xidian University,image,2023,73,43.98095
https://openalex.org/I24943067,Fudan University,eda,2025,60,43.94127
https://openalex.org/I90610280,South China University of Technology,em_rf,2023,72,43.85873
https://openalex.org/I150229711,University of Electronic Science and Technology of China,devices,2019,54,43.83203
https://openalex.org/I183067930,Shanghai Jiao Tong University,comms,2025,91,43.70397
https://openalex.org/I76569877,Southeast University,em_rf,2024,72,43.54115
https://openalex.org/I191208505,Xiamen University,sigproc,2026,55,43.52659
https://openalex.org/I62916508,Technical University of Munich,image,2025,79,43.28247
https://openalex.org/I150229711,University of Electronic Science and Technology of China,comms,2024,86,43.1004
https://openalex.org/I99065089,Tsinghua University,power,2017,70,42.91071
https://openalex.org/I200769079,Hong Kong University of Science and Technology,image,2024,107,42.90103
https://openalex.org/I162868743,Tianjin University,image,2025,80,42.89782
https://openalex.org/I37461747,Wuhan University,image,2024,74,42.43131
https://openalex.org/I35440088,ETH Zurich,image,2024,84,42.18611
https://openalex.org/I90610280,South China University of Technology,image,2025,98,42.18117
https://openalex.org/I99065089,Tsinghua University,circuits,2024,52,42.11732
https://openalex.org/I9842412,Nanjing University of Aeronautics and Astronautics,powerelec,2022,56,42.09325
https://openalex.org/I170215575,National University of Defense Technology,sigproc,2025,54,42.02738
https://openalex.org/I76130692,Zhejiang University,powerelec,2019,60,41.99524
https://openalex.org/I891191580,Aalborg University,powerelec,2018,87,41.8377
https://openalex.org/I99065089,Tsinghua University,robotics,2025,70,41.82583
https://openalex.org/I149594827,Xidian University,comms,2024,80,41.79881
https://openalex.org/I76569877,Southeast University,em_rf,2020,64,41.70536
https://openalex.org/I126520041,University of Science and Technology of China,image,2021,78,41.66151
https://openalex.org/I204983213,Harbin Institute of Technology,powerelec,2021,54,41.61667
https://openalex.org/I183067930,Shanghai Jiao Tong University,powerelec,2024,57,41.5619
https://openalex.org/I76569877,Southeast University,powerelec,2022,59,41.49643
https://openalex.org/I204983213,Harbin Institute of Technology,image,2024,89,41.27659
https://openalex.org/I148366613,National Yang Ming Chiao Tung University,devices,2021,67,41.19111
https://openalex.org/I204512498,University of Macau,circuits,2025,54,41.07125
https://openalex.org/I76130692,Zhejiang University,powerelec,2020,59,40.9496
https://openalex.org/I158842170,Chongqing University,powerelec,2024,65,40.93425
https://openalex.org/I63966007,Massachusetts Institute of Technology,robotics,2024,57,40.90241
https://openalex.org/I172675005,Nanyang Technological University,image,2022,89,40.85437
https://openalex.org/I125839683,Beijing Institute of Technology,comms,2025,75,40.76905
https://openalex.org/I24943067,Fudan University,devices,2024,62,40.55654
https://openalex.org/I14243506,Hong Kong Polytechnic University,image,2025,100,40.55474
https://openalex.org/I149594827,Xidian University,image,2024,59,40.20595
https://openalex.org/I881766915,Nanjing University,image,2024,74,40.06133
https://openalex.org/I149594827,Xidian University,sigproc,2025,54,40.02857
https://openalex.org/I889458895,University of Hong Kong,image,2023,117,39.99668
https://openalex.org/I165932596,National University of Singapore,image,2024,82,39.98007
https://openalex.org/I4210165038,University of Chinese Academy of Sciences,devices,2022,71,39.95103
https://openalex.org/I180726961,Shenzhen University,sigproc,2026,69,39.95
https://openalex.org/I139759216,Beijing University of Posts and Telecommunications,comms,2022,70,39.92381
https://openalex.org/I17145004,Northwestern Polytechnical University,image,2022,65,39.88214
https://openalex.org/I97018004,Stanford University,image,2025,97,39.78559
https://openalex.org/I891191580,Aalborg University,powerelec,2016,72,39.45794
https://openalex.org/I20231570,Peking University,devices,2024,60,39.25046
https://openalex.org/I154099455,Shandong University,powerelec,2025,53,39.24206
https://openalex.org/I157773358,Sun Yat-sen University,sigproc,2026,62,39.22908
https://openalex.org/I204983213,Harbin Institute of Technology,image,2023,91,39.09087
https://openalex.org/I24943067,Fudan University,devices,2025,59,39.05068
https://openalex.org/I99065089,Tsinghua University,power,2025,71,39.04569
https://openalex.org/I9842412,Nanjing University of Aeronautics and Astronautics,powerelec,2023,50,39.00595
https://openalex.org/I20231570,Peking University,devices,2022,66,38.99403
https://openalex.org/I4800084,Southwest Jiaotong University,powerelec,2022,53,38.86667
https://openalex.org/I149594827,Xidian University,comms,2023,88,38.83413
https://openalex.org/I204512498,University of Macau,circuits,2024,49,38.75656
https://openalex.org/I139264467,Seoul National University,image,2023,59,38.74372
https://openalex.org/I76130692,Zhejiang University,image,2021,86,38.60801
https://openalex.org/I139759216,Beijing University of Posts and Telecommunications,image,2025,77,38.51308
https://openalex.org/I20231570,Peking University,eda,2025,69,38.32588
https://openalex.org/I76569877,Southeast University,em_rf,2018,50,38.28889
https://openalex.org/I20231570,Peking University,image,2021,90,38.19167
https://openalex.org/I177725633,Chinese University of Hong Kong,eda,2025,77,38.14239
https://openalex.org/I125839683,Beijing Institute of Technology,control,2024,65,38.0
https://openalex.org/I4800084,Southwest Jiaotong University,powerelec,2023,55,37.9625
https://openalex.org/I20231570,Peking University,eda,2024,58,37.87763
https://openalex.org/I86987016,KTH Royal Institute of Technology,control,2024,69,37.74048
https://openalex.org/I99065089,Tsinghua University,comms,2022,81,37.70119
https://openalex.org/I74973139,Carnegie Mellon University,image,2025,81,37.68637
https://openalex.org/I17145004,Northwestern Polytechnical University,image,2024,72,37.64726
https://openalex.org/I150229711,University of Electronic Science and Technology of China,devices,2026,51,37.47571
https://openalex.org/I76569877,Southeast University,powerelec,2021,61,37.41252
https://openalex.org/I99065089,Tsinghua University,powerelec,2022,57,37.35675
https://openalex.org/I139660479,Central South University,powerelec,2024,49,37.30595
https://openalex.org/I82880672,Beihang University,sigproc,2026,60,37.26944
https://openalex.org/I76130692,Zhejiang University,sigproc,2025,66,37.26641
https://openalex.org/I76569877,Southeast University,em_rf,2026,60,37.23308
https://openalex.org/I205237279,Nankai University,image,2025,79,37.18171
https://openalex.org/I150229711,University of Electronic Science and Technology of China,image,2023,69,37.08591
https://openalex.org/I162868743,Tianjin University,em_rf,2025,51,37.03889
https://openalex.org/I158842170,Chongqing University,powerelec,2022,51,36.84899
https://openalex.org/I162868743,Tianjin University,sigproc,2025,45,36.84196
https://openalex.org/I86987016,KTH Royal Institute of Technology,control,2023,68,36.75833
https://openalex.org/I87445476,Xi'an Jiaotong University,sigproc,2026,58,36.6373
https://openalex.org/I149594827,Xidian University,em_rf,2019,57,36.5619
https://openalex.org/I177725633,Chinese University of Hong Kong,eda,2024,73,36.50083
https://openalex.org/I193775966,Yonsei University,image,2025,54,36.44206
https://openalex.org/I99065089,Tsinghua University,power,2018,58,36.35238
https://openalex.org/I90610280,South China University of Technology,em_rf,2022,48,36.32619
https://openalex.org/I204983213,Harbin Institute of Technology,powerelec,2026,50,36.2724
https://openalex.org/I87445476,Xi'an Jiaotong University,powerelec,2020,52,36.25714
https://openalex.org/I76569877,Southeast University,comms,2020,89,36.23532
https://openalex.org/I90610280,South China University of Technology,em_rf,2021,51,36.18333
https://openalex.org/I139759216,Beijing University of Posts and Telecommunications,photonics,2025,53,36.11898
https://openalex.org/I99065089,Tsinghua University,robotics,2024,59,36.00972
https://openalex.org/I87445476,Xi'an Jiaotong University,comms,2025,63,35.74266
https://openalex.org/I99065089,Tsinghua University,power,2020,64,35.72302
https://openalex.org/I4210090971,Southeast University,sigproc,2026,54,35.53694
https://openalex.org/I76130692,Zhejiang University,sigproc,2024,63,35.50476
https://openalex.org/I20231570,Peking University,circuits,2025,41,35.38477
https://openalex.org/I168719708,City University of Hong Kong,image,2023,81,35.25725
https://openalex.org/I37461747,Wuhan University,image,2022,58,35.21865
https://openalex.org/I129604602,The University of Sydney,image,2023,102,35.15242
https://openalex.org/I137902535,North Carolina State University,powerelec,2025,45,35.01667
https://openalex.org/I174306211,Technion – Israel Institute of Technology,inftheory,2025,57,35.01349
https://openalex.org/I125839683,Beijing Institute of Technology,image,2023,72,34.97107
https://openalex.org/I24943067,Fudan University,image,2024,63,34.94271
https://openalex.org/I149594827,Xidian University,image,2026,59,34.87201
https://openalex.org/I99065089,Tsinghua University,comms,2021,71,34.86349
https://openalex.org/I177725633,Chinese University of Hong Kong,sigproc,2024,60,34.86118
https://openalex.org/I83019370,Eindhoven University of Technology,control,2024,59,34.825
https://openalex.org/I183067930,Shanghai Jiao Tong University,control,2023,53,34.77778
https://openalex.org/I154099455,Shandong University,powerelec,2024,45,34.7119
https://openalex.org/I35440088,ETH Zurich,image,2021,63,34.69181
https://openalex.org/I24943067,Fudan University,sigproc,2024,54,34.57897
https://openalex.org/I16609230,Hunan University,powerelec,2024,51,34.57579
https://openalex.org/I99065089,Tsinghua University,comms,2023,70,34.34266
https://openalex.org/I47720641,Huazhong University of Science and Technology,powerelec,2021,47,34.19705
https://openalex.org/I17145004,Northwestern Polytechnical University,sigproc,2026,67,34.1597
https://openalex.org/I87445476,Xi'an Jiaotong University,em_rf,2025,54,34.13492
https://openalex.org/I90610280,South China University of Technology,image,2023,66,34.10725
https://openalex.org/I99065089,Tsinghua University,power,2019,53,34.10476
https://openalex.org/I157485424,Korea Advanced Institute of Science and Technology,circuits,2022,49,34.02065
https://openalex.org/I62916508,Technical University of Munich,robotics,2024,51,34.01627
https://openalex.org/I4210165038,University of Chinese Academy of Sciences,image,2024,83,33.97403
https://openalex.org/I87445476,Xi'an Jiaotong University,power,2022,53,33.96667
https://openalex.org/I204512498,University of Macau,circuits,2023,45,33.92408
https://openalex.org/I76130692,Zhejiang University,comms,2025,77,33.92103
https://openalex.org/I183067930,Shanghai Jiao Tong University,eda,2024,51,33.83886
https://openalex.org/I66867065,East China Normal University,sigproc,2026,47,33.74875
https://openalex.org/I891191580,Aalborg University,powerelec,2025,74,33.73968
https://openalex.org/I4210165038,University of Chinese Academy of Sciences,devices,2021,57,33.72296
https://openalex.org/I148366613,National Yang Ming Chiao Tung University,devices,2023,61,33.71021
https://openalex.org/I62916508,Technical University of Munich,image,2023,63,33.56916
https://openalex.org/I40120149,University of Oxford,image,2025,75,33.52002
https://openalex.org/I47720641,Huazhong University of Science and Technology,powerelec,2026,44,33.48526
https://openalex.org/I47720641,Huazhong University of Science and Technology,photonics,2025,48,33.48383
https://openalex.org/I97018004,Stanford University,image,2023,74,33.33887
https://openalex.org/I204983213,Harbin Institute of Technology,powerelec,2018,40,33.32857
https://openalex.org/I157485424,Korea Advanced Institute of Science and Technology,image,2021,48,33.31786
https://openalex.org/I116953780,Tongji University,image,2025,72,33.31738
https://openalex.org/I99065089,Tsinghua University,networking,2025,73,33.29133
https://openalex.org/I21193070,Beijing Jiaotong University,comms,2025,60,33.25357
https://openalex.org/I148366613,National Yang Ming Chiao Tung University,devices,2016,55,33.24938
https://openalex.org/I150229711,University of Electronic Science and Technology of China,image,2024,61,33.23611
https://openalex.org/I889458895,University of Hong Kong,comms,2025,122,33.22698
https://openalex.org/I150229711,University of Electronic Science and Technology of China,comms,2023,67,33.22619
https://openalex.org/I150229711,University of Electronic Science and Technology of China,comms,2022,59,33.11905
https://openalex.org/I4210165038,University of Chinese Academy of Sciences,devices,2023,60,33.06159
https://openalex.org/I183067930,Shanghai Jiao Tong University,em_rf,2025,52,33.03276
https://openalex.org/I74973139,Carnegie Mellon University,image,2022,71,33.02654
https://openalex.org/I191208505,Xiamen University,sigproc,2024,39,32.975
https://openalex.org/I27357992,Dalian University of Technology,image,2025,62,32.95985
https://openalex.org/I183067930,Shanghai Jiao Tong University,robotics,2025,63,32.93492
https://openalex.org/I125839683,Beijing Institute of Technology,control,2023,55,32.90833
https://openalex.org/I170215575,National University of Defense Technology,em_rf,2025,44,32.87659
https://openalex.org/I35440088,ETH Zurich,robotics,2023,45,32.87631
https://openalex.org/I35440088,ETH Zurich,control,2022,56,32.85238
https://openalex.org/I148366613,National Yang Ming Chiao Tung University,devices,2022,64,32.85073
https://openalex.org/I150229711,University of Electronic Science and Technology of China,comms,2026,67,32.82917
https://openalex.org/I82880672,Beihang University,image,2021,71,32.78546
https://openalex.org/I157773358,Sun Yat-sen University,comms,2025,67,32.77381
https://openalex.org/I76130692,Zhejiang University,powerelec,2018,41,32.76984
https://openalex.org/I16609230,Hunan University,powerelec,2025,54,32.70913
https://openalex.org/I86987016,KTH Royal Institute of Technology,control,2022,57,32.7
https://openalex.org/I174306211,Technion – Israel Institute of Technology,inftheory,2021,55,32.6119
https://openalex.org/I2722730,Inner Mongolia University,sigproc,2025,36,32.55
https://openalex.org/I76130692,Zhejiang University,robotics,2025,52,32.52454
https://openalex.org/I177725633,Chinese University of Hong Kong,image,2022,73,32.38393
https://openalex.org/I137902535,North Carolina State University,powerelec,2024,39,32.34048
https://openalex.org/I99065089,Tsinghua University,power,2024,63,32.26925
https://openalex.org/I96908189,Xinjiang University,sigproc,2026,40,32.25913
https://openalex.org/I172675005,Nanyang Technological University,comms,2026,125,32.23618
https://openalex.org/I24943067,Fudan University,eda,2024,43,32.09509
https://openalex.org/I137902535,North Carolina State University,powerelec,2023,39,32.05626
