institution_id,institution_name,area,venue,year,pub_count,adjusted_count
https://openalex.org/I40120149,University of Oxford,flagship,pnas,2020,0,46.21385
https://openalex.org/I63966007,Massachusetts Institute of Technology,flagship,pnas,2019,0,46.19021
https://openalex.org/I74801974,The University of Tokyo,flagship,nat-comms,2020,0,46.06384
https://openalex.org/I145311948,Johns Hopkins University,flagship,nat-comms,2025,0,46.02807
https://openalex.org/I78577930,Columbia University,flagship,nat-comms,2025,0,45.97122
https://openalex.org/I183067930,Shanghai Jiao Tong University,sigproc,icassp,2023,0,45.90397
https://openalex.org/I79576946,University of Pennsylvania,flagship,nat-comms,2025,0,45.87545
https://openalex.org/I139759216,Beijing University of Posts and Telecommunications,sigproc,icassp,2025,0,45.84084
https://openalex.org/I881766915,Nanjing University,flagship,nat-comms,2023,0,45.82527
https://openalex.org/I150229711,University of Electronic Science and Technology of China,devices,ted,2024,0,45.75543
https://openalex.org/I3923682,Soochow University,flagship,nat-comms,2025,0,45.61938
https://openalex.org/I20231570,Peking University,image,iccv,2025,0,45.61101
https://openalex.org/I40120149,University of Oxford,flagship,nat-comms,2017,0,45.60957
https://openalex.org/I126520041,University of Science and Technology of China,flagship,prl,2022,0,45.58444
https://openalex.org/I136199984,Harvard University,flagship,science,2019,0,45.43859
https://openalex.org/I185261750,University of Toronto,flagship,nat-comms,2024,0,45.41359
https://openalex.org/I149594827,Xidian University,sigproc,icassp,2026,0,45.34365
https://openalex.org/I97018004,Stanford University,flagship,nature,2017,0,45.33725
https://openalex.org/I79576946,University of Pennsylvania,flagship,pnas,2017,0,45.18648
https://openalex.org/I36258959,University of California San Diego,flagship,nat-comms,2023,0,45.14405
https://openalex.org/I63966007,Massachusetts Institute of Technology,flagship,nat-comms,2023,0,45.03609
https://openalex.org/I205783295,Cornell University,flagship,nat-comms,2024,0,44.99669
https://openalex.org/I47720641,Huazhong University of Science and Technology,powerelec,tpel,2023,0,44.975
https://openalex.org/I45129253,University College London,flagship,nat-comms,2021,0,44.95706
https://openalex.org/I204730241,Université Paris Cité,flagship,nat-comms,2025,0,44.91572
https://openalex.org/I32971472,Yale University,flagship,pnas,2018,0,44.84625
https://openalex.org/I76130692,Zhejiang University,flagship,nat-comms,2021,0,44.74399
https://openalex.org/I79576946,University of Pennsylvania,flagship,pnas,2024,0,44.69982
https://openalex.org/I35440088,ETH Zurich,flagship,nat-comms,2019,0,44.62411
https://openalex.org/I20231570,Peking University,image,cvpr,2023,0,44.58133
https://openalex.org/I36258959,University of California San Diego,flagship,pnas,2021,0,44.53071
https://openalex.org/I76569877,Southeast University,powerelec,tpel,2023,0,44.41667
https://openalex.org/I891191580,Aalborg University,powerelec,tpel,2017,0,44.38333
https://openalex.org/I99065089,Tsinghua University,image,tpami,2025,0,44.36564
https://openalex.org/I859038795,Virginia Tech,powerelec,ecce,2024,0,44.35278
https://openalex.org/I149594827,Xidian University,devices,ted,2024,0,44.33589
https://openalex.org/I24943067,Fudan University,flagship,nat-comms,2022,0,44.32699
https://openalex.org/I2722730,Inner Mongolia University,sigproc,icassp,2026,0,44.3
https://openalex.org/I124055696,University of Copenhagen,flagship,nat-comms,2024,0,44.27775
https://openalex.org/I204983213,Harbin Institute of Technology,powerelec,tpel,2020,0,44.10437
https://openalex.org/I32971472,Yale University,flagship,pnas,2025,0,44.09804
https://openalex.org/I241749,University of Cambridge,flagship,pnas,2020,0,44.05723
https://openalex.org/I126520041,University of Science and Technology of China,flagship,prl,2021,0,43.98706
https://openalex.org/I204983213,Harbin Institute of Technology,sigproc,icassp,2025,0,43.95595
https://openalex.org/I63966007,Massachusetts Institute of Technology,flagship,nat-comms,2025,0,43.74289
https://openalex.org/I24943067,Fudan University,sigproc,icassp,2026,0,43.72482
https://openalex.org/I154099455,Shandong University,flagship,nat-comms,2025,0,43.69956
https://openalex.org/I79576946,University of Pennsylvania,flagship,pnas,2021,0,43.67636
https://openalex.org/I126520041,University of Science and Technology of China,sigproc,icassp,2024,0,43.66786
https://openalex.org/I149594827,Xidian University,devices,ted,2026,0,43.65234
https://openalex.org/I145311948,Johns Hopkins University,flagship,nat-comms,2022,0,43.55487
https://openalex.org/I183067930,Shanghai Jiao Tong University,flagship,nat-comms,2021,0,43.50443
https://openalex.org/I191208505,Xiamen University,sigproc,icassp,2026,0,43.38373
https://openalex.org/I45129253,University College London,flagship,nat-comms,2020,0,43.37889
https://openalex.org/I74801974,The University of Tokyo,flagship,prl,2018,0,43.33819
https://openalex.org/I20089843,Princeton University,flagship,pnas,2021,0,43.2232
https://openalex.org/I74801974,The University of Tokyo,flagship,nat-comms,2017,0,43.15577
